,symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,companyName,industry,activeSeries,debtSeries,isFNOSec,isCASec,isSLBSec,isDebtSec,isSuspended,tempSuspendedSeries,isETFSec,isDelisted,isin,isMunicipalBond,quotepreopenstatus,20DMA,CMP-20DMA,CMP-20DMA_%,3m_change%
26,LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,20.62,20.83,20.51,20.76,0.14,0.68,25498,528828.52,20.6863,21,14.86,-,-,Infinity,5.541433655312658,20.62,1.1428571428571355,-39.703903095558566,https://nsearchives.nseindia.com/today/LOWVOL1EQN.svg,-,-,-,28-Jun-2024,5.42,https://nsearchives.nseindia.com/30d/LOWVOL1-EQ.svg,Kotak Nifty 100 Low Volatility 30 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF174KA1IY5,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",20.1685,0.5914999999999999,2.8492292870905582,13.25695581014732
161,CONSUMBEES,Nifty India Consumption TRI,129.57,130,129.31,129.35,-0.22,-0.17,78651,10201821.21,129.4058,130.25,89.43,-,-,40.14084507042253,4.966323135600089,129.57,0.6909788867562424,-44.63826456446381,https://nsearchives.nseindia.com/today/CONSUMBEESEQN.svg,40.56,28-Jul-2023,https://nsearchives.nseindia.com/365d/CONSUMBEES-EQ.svg,28-Jun-2024,5.5,https://nsearchives.nseindia.com/30d/CONSUMBEES-EQ.svg,Nippon India ETF Nifty India Consumption,,['EQ'],[],False,False,True,False,False,[],True,False,INF204KA1LD7,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",125.6445,3.7055000000000007,2.864708156165443,13.177005862280152
62,HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,60.75,61.1,60.51,61,0.28,0.46,8004,485682.72,60.628,61.95,42.13,-,-,39.110604332953244,5.755894590846047,60.72,1.5334947538337413,-44.78993591265131,https://nsearchives.nseindia.com/today/HDFCQUALEQN.svg,38.06,28-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCQUAL-EQ.svg,28-Jun-2024,5.97,https://nsearchives.nseindia.com/30d/HDFCQUAL-EQ.svg,HDFC Mutual Fund - HDFC NIFTY100 Quality 30 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1DL6,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",59.25150000000001,1.7484999999999928,2.866393442622939,16.013693419551164
146,AXISCETF,NIFTY India Consumption Index,120.46,120.47,119.32,119.73,-0.06,-0.05,1199,143616.22,119.7091,124.7,82.52,-,-,40.1826484018265,4.842381786339756,119.79,3.9855653568564544,-45.09209888511877,https://nsearchives.nseindia.com/today/AXISCETFEQN.svg,40.71,28-Jul-2023,https://nsearchives.nseindia.com/365d/AXISCETF-EQ.svg,28-Jun-2024,5.41,https://nsearchives.nseindia.com/30d/AXISCETF-EQ.svg,AXIS MUTUAL FUND - Axis NIFTY India Consumption ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF846K016C7,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",116.2895,3.4405,2.8735488181742253,12.995469988674982
113,NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,22.63,22.77,22.59,22.65,0.03,0.13,29872,677496.96,22.6024,23.8,15.5,-,-,40.07421150278291,6.387975575387504,22.62,4.831932773109252,-46.129032258064505,https://nsearchives.nseindia.com/today/NIFTYQLITYEQN.svg,40.15,28-Jul-2023,https://nsearchives.nseindia.com/365d/NIFTYQLITY-EQ.svg,28-Jun-2024,7.92,https://nsearchives.nseindia.com/30d/NIFTYQLITY-EQ.svg,Aditya Birla Sun Life Mutual Fund - ABSL Nifty 200 Quality 30 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF209KB15K4,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",21.990000000000002,0.6599999999999966,2.913907284768197,18.710691823899374
117,SBIETFCON,Nifty India Consumption Index,122.16,122.16,119.71,119.87,0.11,0.09,3227,387562.7,119.8355,133,81.75,-,-,41.18963486454652,5.315410296960123,119.76,9.872180451127816,-46.62996941896025,https://nsearchives.nseindia.com/today/SBIETFCONEQN.svg,40.66,28-Jul-2023,https://nsearchives.nseindia.com/365d/SBIETFCON-EQ.svg,28-Jun-2024,5.48,https://nsearchives.nseindia.com/30d/SBIETFCON-EQ.svg,SBI Mutual Fund - SBI ETF Consumption,,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1X17,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",116.2565,3.613500000000002,3.0145157253691512,13.15963372038138
29,MOM100,Nifty Midcap 100,63.15,63.15,62.39,62.79,0.4,0.64,248505,15588718.65,62.3666,63.6,38.95,-,-,57.0535267633817,4.3890274314214475,62.39,1.273584905660381,-61.206675224646965,https://nsearchives.nseindia.com/today/MOM100EQN.svg,57.23,28-Jul-2023,https://nsearchives.nseindia.com/365d/MOM100-EQ.svg,28-Jun-2024,4.72,https://nsearchives.nseindia.com/30d/MOM100-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal Midcap 100 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01023,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",60.894000000000005,1.8959999999999937,3.019589106545618,15.592783505154637
32,ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,29.01,29.25,28.87,29.15,0.18,0.62,1943337,56376206.37,28.8989,29.25,16.56,-,-,Infinity,5.539464156408391,28.97,0.3418803418803467,-76.02657004830918,https://nsearchives.nseindia.com/today/ALPHAETFEQN.svg,-,-,-,28-Jun-2024,5.42,https://nsearchives.nseindia.com/30d/ALPHAETF-EQ.svg,Mirae Asset Mutual Fund - Mirae Asset Nifty 200 Alpha 30 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01KU7,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",28.2635,0.8864999999999981,3.041166380789016,18.30357142857142
93,HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,21.26,21.26,20.19,20.4,0.06,0.29,39221,799323.98,20.3045,21.26,13,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 126.18/- PER SHARE TO RS 12.618/- PER SHARE,-86.49006622516556,5.644743656136717,20.34,4.04515522107245,-56.92307692307691,https://nsearchives.nseindia.com/today/HDFCLOWVOLEQN.svg,-86.54,28-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCLOWVOL-EQ.svg,28-Jun-2024,5.61,https://nsearchives.nseindia.com/30d/HDFCLOWVOL-EQ.svg,HDFC Mutual Fund - HDFC NIFTY100 Low Volatility 30 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1HU8,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",19.779,0.6209999999999987,3.044117647058817,13.082039911308202
105,SBIETFQLTY,Nifty 200 Quality 30 Index,236.51,238.96,235.01,237.07,0.56,0.24,2389,567005.26,236.0624,239.7,155.11,-,-,40.41104003790571,6.54831460674157,236.51,1.0972048393825597,-52.83992005673392,https://nsearchives.nseindia.com/today/SBIETFQLTYEQN.svg,40.57,28-Jul-2023,https://nsearchives.nseindia.com/365d/SBIETFQLTY-EQ.svg,28-Jun-2024,7.42,https://nsearchives.nseindia.com/30d/SBIETFQLTY-EQ.svg,SBI Mutual Fund - SBI - ETF Quality - SBI-ETF Quality,,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1WX6,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",229.658,7.412000000000006,3.1265027207154032,19.521048651373835
23,MOQUALITY,Motilal Oswal S&P BSE Quality ETF,215.2,217,213.67,215.9,1.5,0.70,2548,550087.72,214.3717,220,130,-,-,56.89266768403458,6.354679802955667,214.4,1.863636363636361,-66.07692307692308,https://nsearchives.nseindia.com/today/MOQUALITYEQN.svg,59.2,28-Jul-2023,https://nsearchives.nseindia.com/365d/MOQUALITY-EQ.svg,28-Jun-2024,6.77,https://nsearchives.nseindia.com/30d/MOQUALITY-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Quality ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BH8,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",208.516,7.3840000000000146,3.420101899027334,20.037807183364833
116,TNIDETF,Nifty India Digital Index,92.44,93,92,92.38,0.08,0.09,36840,3403279.2,92.5227,93,60.51,-,-,48.71216999356085,5.964670796054127,92.3,0.6666666666666715,-52.66898033382911,https://nsearchives.nseindia.com/today/TNIDETFEQN.svg,48.94,28-Jul-2023,https://nsearchives.nseindia.com/365d/TNIDETF-EQ.svg,28-Jun-2024,7.83,https://nsearchives.nseindia.com/30d/TNIDETF-EQ.svg,Tata Mutual Fund - Tata Nifty India Digital Exchange Traded Fund,,['EQ'],[],False,False,True,False,False,[],True,False,INF277KA1364,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",89.205,3.174999999999997,3.436891101970121,17.040415558089432
43,MIDCAP,Nifty Midcap 50 Index,167.5,168.4,167.15,168.11,0.98,0.59,32681,5486159.47,166.8678,168.4,104.6,-,-,Infinity,4.500528376950338,167.13,0.1722090261282613,-60.717017208413026,https://nsearchives.nseindia.com/today/MIDCAPEQN.svg,-,-,-,28-Jun-2024,5.13,https://nsearchives.nseindia.com/30d/MIDCAP-EQ.svg,Kotak Nifty Midcap 50 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF174KA1IB3,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",162.19,5.920000000000016,3.521503777288689,16.83230245326293
30,CONS,Kotak Nifty India Consumption ETF,118.78,119.62,118.78,119.52,0.75,0.63,845,100943.7,118.9515,123,82,-,-,Infinity,5.611027657506401,118.77,2.8292682926829302,-45.756097560975604,https://nsearchives.nseindia.com/today/CONSEQN.svg,-,-,-,28-Jun-2024,5.71,https://nsearchives.nseindia.com/30d/CONS-EQ.svg,Kotak Nifty India Consumption ETF,,['EQ'],[],False,False,False,False,False,[],True,False,INF174KA1JE5,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",115.25999999999999,4.260000000000005,3.5642570281124537,13.991416309012877
34,MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,111.49,111.9,110.02,111.52,0.68,0.61,166247,18509940.98,110.7081,112.9,56.83,-,-,89.43434686597588,6.2905070529927505,110.84,1.222320637732515,-96.23438324828436,https://nsearchives.nseindia.com/today/MOVALUEEQN.svg,90.84,28-Jul-2023,https://nsearchives.nseindia.com/365d/MOVALUE-EQ.svg,28-Jun-2024,5.91,https://nsearchives.nseindia.com/30d/MOVALUE-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal SP BSE Enhanced Value ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BE5,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",107.52450000000002,3.9954999999999785,3.5827654232424484,11.042517176142576
17,ICICIB22,S&P BSE BHARAT 22 index,119.37,120.93,119.03,120.26,0.89,0.75,1829691,220239905.67,119.2562,121.64,68.51,-,-,68.3370660694289,8.011496317585776,119.37,1.1344952318316306,-75.53641804116187,https://nsearchives.nseindia.com/today/ICICIB22EQN.svg,69.49,28-Jul-2023,https://nsearchives.nseindia.com/365d/ICICIB22-EQ.svg,28-Jun-2024,7.25,https://nsearchives.nseindia.com/30d/ICICIB22-EQ.svg,ICICI Prudential Mutual Fund - BHARAT 22 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF109KB15Y7,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",115.8925,4.367500000000007,3.6317146183269635,12.161910091400864
85,NV20IETF,Nifty50 Value 20,16,16,15.72,15.77,0.05,0.32,694559,10953195.43,15.7027,16.3,12.32,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,7.8659370725034226,15.72,3.2515337423312953,-28.00324675324675,https://nsearchives.nseindia.com/today/NV20IETFEQN.svg,-,-,-,28-Jun-2024,7.97,https://nsearchives.nseindia.com/30d/NV20IETF-EQ.svg,ICICI Prudential Nifty50 Value 20 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC11V0,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",15.197,0.5730000000000004,3.633481293595437,14.607558139534882
112,NV20BEES,Nifty50 Value20 TRI,163.5,163.5,160.95,161.88,0.32,0.20,14592,2360839.68,161.1179,166.15,110.59,-,-,42.1870882740448,7.919999999999997,161.56,2.56996689738189,-46.37851523645898,https://nsearchives.nseindia.com/today/NV20BEESEQN.svg,42.52,28-Jul-2023,https://nsearchives.nseindia.com/365d/NV20BEES-EQ.svg,28-Jun-2024,8.08,https://nsearchives.nseindia.com/30d/NV20BEES-EQ.svg,Nippon India ETF Nifty 50 Value 20,,['EQ'],[],False,False,True,False,False,[],True,False,INF204KB18I3,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",155.96949999999998,5.910500000000013,3.651161354089457,14.710884353741491
47,HDFCVALUE,HDFC NIFTY50 Value 20 ETF,145.64,145.75,144.55,145.66,0.79,0.55,3952,573632.8,144.7558,147,99.82,-,-,40.67993046165732,8.000296581893668,144.87,0.9115646258503425,-45.92266078942096,https://nsearchives.nseindia.com/today/HDFCVALUEEQN.svg,38.54,28-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCVALUE-EQ.svg,28-Jun-2024,7.77,https://nsearchives.nseindia.com/30d/HDFCVALUE-EQ.svg,HDFC Mutual Fund - HDFC NIFTY50 Value 20 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1DK8,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",140.3215,5.3385000000000105,3.665041878346843,14.756164815252493
154,NV20,Nifty50 Value 20,162.49,162.49,160.01,161.09,-0.21,-0.13,13180,2124747.8,160.4253,163.85,131.11,-,-,-95.4571347997744,-95.50580292378082,161.3,1.6844675007628873,-22.866295477080303,https://nsearchives.nseindia.com/today/NV20EQN.svg,-,-,-,28-Jun-2024,8.45,https://nsearchives.nseindia.com/30d/NV20-EQ.svg,Kotak Nifty 50 value 20 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF174K01Z71,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",155.137,5.953000000000003,3.695449748587748,14.622171623737025
155,NV20,Nifty50 Value 20,162.49,162.49,160.01,161.09,-0.21,-0.13,13180,2124747.8,160.4253,163.85,131.11,-,-,Infinity,8.04882956603394,161.3,1.6844675007628873,-22.866295477080303,https://nsearchives.nseindia.com/today/NV20EQN.svg,-,-,-,28-Jun-2024,8.45,https://nsearchives.nseindia.com/30d/NV20-EQ.svg,Kotak Nifty 50 value 20 ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF174K01Z71,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",155.137,5.953000000000003,3.695449748587748,14.622171623737025
187,AXISHCETF,Nifty Healthcare Index,140.36,140.36,137.89,137.89,-0.95,-0.68,2625,364192.5,139.0246,140.36,85.7,-,-,42.5366962993591,8.47230962869728,138.84,1.7597606155600078,-60.898483080513394,https://nsearchives.nseindia.com/today/AXISHCETFEQN.svg,43.37,28-Jul-2023,https://nsearchives.nseindia.com/365d/AXISHCETF-EQ.svg,28-Jun-2024,9.05,https://nsearchives.nseindia.com/30d/AXISHCETF-EQ.svg,AXIS MUTUAL FUND - Axis NIFTY Healthcare ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF846K01Z12,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",132.28199999999998,5.608000000000004,4.067009935455801,13.265976671595197
37,AUTOIETF,Nifty Auto Index,26.9,27.2,26.66,27.01,0.16,0.60,674310,18253571.7,26.9091,27.2,15.34,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,4.85248447204969,26.85,0.6985294117646975,-76.07561929595829,https://nsearchives.nseindia.com/today/AUTOIETFEQN.svg,-,-,-,28-Jun-2024,4.84,https://nsearchives.nseindia.com/30d/AUTOIETF-EQ.svg,ICICI Prudential Mutual Fund - ICICI Prudential  Nifty Auto ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC10V2,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",25.9,1.110000000000003,4.1095890410959015,18.309242225142373
104,DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,87.95,87.95,86.63,86.98,0.21,0.24,53065,4618777.6,86.602,87.95,53.12,-,-,55.32142857142858,8.305316897024035,86.77,1.1028993746446831,-63.74246987951808,https://nsearchives.nseindia.com/today/DIVOPPBEESEQN.svg,56.57,28-Jul-2023,https://nsearchives.nseindia.com/365d/DIVOPPBEES-EQ.svg,28-Jun-2024,8.65,https://nsearchives.nseindia.com/30d/DIVOPPBEES-EQ.svg,Nippon India ETF Nifty Dividend Opportunities 50,,['EQ'],[],False,False,True,False,False,[],True,False,INF204KA1MS3,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",83.389,3.591000000000008,4.128535295470233,15.98879850646754
39,AUTOBEES,Nifty Auto TRI,268.99,272,268.6,270.27,1.62,0.60,194706,52675761.24,269.0772,272,153.8,-,-,70.18449719790944,4.9306984509065455,268.65,0.6360294117647126,-75.72821846553963,https://nsearchives.nseindia.com/today/AUTOBEESEQN.svg,70.38,28-Jul-2023,https://nsearchives.nseindia.com/365d/AUTOBEES-EQ.svg,28-Jun-2024,4.7,https://nsearchives.nseindia.com/30d/AUTOBEES-EQ.svg,Nippon India Mutual Fund - Nippon India Nifty Auto ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF204KC1337,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",259.0105,11.259500000000003,4.166019166019167,18.64875543263532
171,HEALTHIETF,Nifty Healthcare Index,140.08,141.29,138.86,138.9,-0.53,-0.38,36141,5034079.89,139.5724,141.42,92.14,-,-,Infinity,8.693951013381328,139.43,1.7819261773440687,-50.74886042978078,https://nsearchives.nseindia.com/today/HEALTHIETFEQN.svg,-,-,-,28-Jun-2024,9.23,https://nsearchives.nseindia.com/30d/HEALTHIETF-EQ.svg,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Healthcare ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC1Q72,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",132.9305,5.969500000000011,4.297696184305263,14.11436082813014
166,HEALTHADD,DSP Nifty Healthcare ETF,136.65,137.48,136.6,136.91,-0.38,-0.28,749,102695.39,137.5266,140,114.9,-,-,Infinity,8.935391470401012,137.29,2.2071428571428595,-19.15578764142732,https://nsearchives.nseindia.com/today/HEALTHADDEQN.svg,-,-,-,28-Jun-2024,9.49,https://nsearchives.nseindia.com/30d/HEALTHADD-EQ.svg,DSP Mutual Fund - DSP Nifty Healthcare ETF,,['EQ'],[],False,False,False,False,False,[],True,False,INF740KA1UF4,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",130.911,5.998999999999995,4.381710612811332,13.920785488434007
137,MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,40.63,41.08,39.79,40.6,0,0.00,50004,2031662.52,40.58,41.97,26.95,-,-,47.52906976744187,8.585183204065261,40.6,3.264236359304259,-50.64935064935066,https://nsearchives.nseindia.com/today/MOHEALTHEQN.svg,44.84,28-Jul-2023,https://nsearchives.nseindia.com/365d/MOHEALTH-EQ.svg,28-Jun-2024,8.61,https://nsearchives.nseindia.com/30d/MOHEALTH-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Healthcare ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BB1,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",38.786,1.814,4.467980295566503,14.044943820224717
170,HEALTHY,Nifty Healthcare TRI,14.17,14.2,13.9,13.96,-0.05,-0.36,555740,7763687.8,14.0153,14.47,8.27,-,-,44.066047471620244,8.892355694227774,14.01,3.524533517622666,-68.80290205562275,https://nsearchives.nseindia.com/today/HEALTHYEQN.svg,44.14,28-Jul-2023,https://nsearchives.nseindia.com/365d/HEALTHY-EQ.svg,28-Jun-2024,9.37,https://nsearchives.nseindia.com/30d/HEALTHY-EQ.svg,Aditya Birla Sun Life MF-Aditya Birla Sun Life Nifty Healthcare ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF209KB10C2,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",13.335500000000001,0.6244999999999994,4.473495702005726,14.052287581699352
153,SHARIABEES,Shariah,580.02,586.69,571.07,574.42,-0.65,-0.11,8254,4742005.54,574.1374,591.75,420.66,10-MAR-14,DIVIDEND-RS.2 PER UNIT,34.92589199727525,9.480064039033318,575.07,2.928601605407696,-36.552084819093785,https://nsearchives.nseindia.com/today/SHARIABEESEQN.svg,35.29,28-Jul-2023,https://nsearchives.nseindia.com/365d/SHARIABEES-EQ.svg,28-Jun-2024,10.9,https://nsearchives.nseindia.com/30d/SHARIABEES-EQ.svg,Nippon India ETF Nifty 50 Shariah BeES,MUTUAL FUND,['EQ'],[],False,False,True,False,False,[],True,False,INF732E01128,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",548.3375,26.082499999999982,4.540667107691234,19.248494913846788
174,PHARMABEES,Nifty Pharma TRI,22.23,22.23,21.95,22,-0.09,-0.41,4399575,97054624.5,22.0744,22.23,14.45,-,-,44.356955380577425,9.561752988047818,22.09,1.034637876743142,-52.249134948096895,https://nsearchives.nseindia.com/today/PHARMABEESEQN.svg,45.33,28-Jul-2023,https://nsearchives.nseindia.com/365d/PHARMABEES-EQ.svg,28-Jun-2024,10.01,https://nsearchives.nseindia.com/30d/PHARMABEES-EQ.svg,Nippon India Mutual Fund - Nippon India Nifty Pharma ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF204KC1089,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",20.988,1.0120000000000005,4.600000000000002,14.167099117799692
0,CPSEETF,CPSE ETF,102.2,105.23,102.2,104.4,1.7,1.66,8368908,875806222.2,102.8157,105.5,41.65,-,-,118.8220498847202,11.1347668724718,102.7,1.0426540284360135,-150.66026410564228,https://nsearchives.nseindia.com/today/CPSEETFEQN.svg,120.62,28-Jul-2023,https://nsearchives.nseindia.com/365d/CPSEETF-EQ.svg,28-Jun-2024,8.84,https://nsearchives.nseindia.com/30d/CPSEETF-EQ.svg,CPSE ETF,MUTUAL FUND,['EQ'],[],False,False,True,False,False,[],True,False,INF457M01133,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",99.444,4.956000000000003,4.7471264367816115,20.110446387482746
179,NIFITETF,UTI Nifty IT ETF,420.35,420.5,407.75,410.33,-1.78,-0.43,1216,503825.28,412.1358,432,321.68,-,-,Infinity,10.968980717743463,412.11,5.016203703703708,-27.55844317333996,https://nsearchives.nseindia.com/today/NIFITETFEQN.svg,-,-,-,28-Jun-2024,13.39,https://nsearchives.nseindia.com/30d/NIFITETF-EQ.svg,UTI Mutual Fund - UTI Nifty IT ETF,,['EQ'],[],False,False,False,False,False,[],True,False,INF789F1AZD8,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",390.23400000000004,20.095999999999947,4.897521507079654,23.30738948823512
125,ITETF,Mirae Asset Nifty IT ETF,41.62,41.62,41.26,41.49,0.01,0.02,39332,1627164.84,41.517,45.5,30.4,-,-,Infinity,10.728582866293044,41.48,8.813186813186809,-36.480263157894754,https://nsearchives.nseindia.com/today/ITETFEQN.svg,-,-,-,28-Jun-2024,13.02,https://nsearchives.nseindia.com/30d/ITETF-EQ.svg,Mirae Asset Mutual Fund - Mirae Asset Nifty IT ETF,,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01KV5,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",39.4145,2.0755000000000052,5.002410219329971,23.408685306365275
163,SBIETFIT,Nifty IT Index,439.21,439.6,433,435.43,-0.82,-0.19,5815,2532955.85,435.7264,441.3,309.36,-,-,38.38550770697602,10.869786627285226,436.25,1.3301608882846145,-40.751874838376,https://nsearchives.nseindia.com/today/SBIETFITEQN.svg,40.78,28-Jul-2023,https://nsearchives.nseindia.com/365d/SBIETFIT-EQ.svg,28-Jun-2024,13.35,https://nsearchives.nseindia.com/30d/SBIETFIT-EQ.svg,SBI Mutual Fund-SBI ETF IT,,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1S14,False,"{'equityTime': '30-Jul-2024 14:59:30', 'preOpenTime': '30-Jul-2024 09:07:34', 'QuotePreOpenFlag': False}",413.488,21.942000000000007,5.039156695680134,23.73334091102838
