,symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,companyName,activeSeries,debtSeries,isFNOSec,isCASec,isSLBSec,isDebtSec,isSuspended,tempSuspendedSeries,isETFSec,isDelisted,isin,isMunicipalBond,quotepreopenstatus,industry,20DMA,CMP-20DMA,CMP-20DMA_%,3m_change%
142,MONIFTY500,Motilal Oswal Nifty 500 ETF,23.13,23.34,22.91,23.11,-0.02,-0.09,164206,3789874.48,22.9901,24.5,16.3,-,-,Infinity,3.0316540347748537,23.13,5.673469387755104,-41.77914110429447,https://nsearchives.nseindia.com/today/MONIFTY500EQN.svg,-,-,-,21-Jun-2024,3.17,https://nsearchives.nseindia.com/30d/MONIFTY500-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal Nifty 500 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BU1,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,23.0065,0.10350000000000037,0.4478580700995256,12.02132816286961
16,MOM100,Nifty Midcap 100,60.99,60.99,59.11,60.7,0.74,1.23,482569,28983094.14,59.7371,63.6,38.8,-,-,54.925982644206236,3.30156569094623,59.96,4.559748427672954,-56.44329896907218,https://nsearchives.nseindia.com/today/MOM100EQN.svg,53.39,21-Jul-2023,https://nsearchives.nseindia.com/365d/MOM100-EQ.svg,21-Jun-2024,1.06,https://nsearchives.nseindia.com/30d/MOM100-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal Midcap 100 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01023,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,60.3515,0.34850000000000136,0.5741350906095574,15.751334858886356
83,BSE500IETF,S&P BSE 500 index,38.74,38.83,38.15,38.64,0.1,0.26,156653,6032707.03,38.4374,39.38,24.2,28-OCT-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,3.232701041944966,38.54,1.8791264601320516,-59.669421487603316,https://nsearchives.nseindia.com/today/BSE500IETFEQN.svg,-,-,-,21-Jun-2024,2.86,https://nsearchives.nseindia.com/30d/BSE500IETF-EQ.svg,ICICI Prudential BSE 500 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC1V59,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,38.352500000000006,0.2874999999999943,0.7440476190476043,12.260313771063332
208,HDFCBSE500,HDFC S&P BSE 500 ETF,38.4,39.49,37.07,37.26,-1.03,-2.69,380997,14439786.3,36.5185,44.4,26,-,-,37.23756906077348,4.780652418447682,38.29,16.08108108108108,-43.3076923076923,https://nsearchives.nseindia.com/today/HDFCBSE500EQN.svg,44.55,21-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCBSE500-EQ.svg,21-Jun-2024,7.56,https://nsearchives.nseindia.com/30d/HDFCBSE500-EQ.svg,HDFC Mutual Fund - HDFC S&P BSE 500 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1EZ4,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,36.9615,0.2984999999999971,0.8011272141706848,11.623726782504479
78,ESG,NIFTY100 ESG SECTOR LEADERS,40.97,41.32,40.89,41.2,0.12,0.29,9964,409221.48,41.1099,42,30.94,-,-,Infinity,3.9616452182689885,41.08,1.904761904761898,-33.16095669036846,https://nsearchives.nseindia.com/today/ESGEQN.svg,-,-,-,21-Jun-2024,3.84,https://nsearchives.nseindia.com/30d/ESG-EQ.svg,MIRAE ASSET MUTUAL FUND - Mirae Asset Nifty 100 ESG Sector Leaders ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01GS9,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,40.754000000000005,0.44599999999999795,1.082524271844655,10.219368646334939
92,NIF100BEES,Nifty 100 TRI,267.03,268.34,263.16,267.63,0.43,0.16,14750,3939282.5,266.6157,284.84,196,-,-,30.19556333917104,3.7285376535793207,267.2,6.041988484763369,-36.545918367346935,https://nsearchives.nseindia.com/today/NIF100BEESEQN.svg,30.6,21-Jul-2023,https://nsearchives.nseindia.com/365d/NIF100BEES-EQ.svg,21-Jun-2024,3.73,https://nsearchives.nseindia.com/30d/NIF100BEES-EQ.svg,NIPPON INDIA ETF NIFTY 100,['EQ'],[],False,False,True,False,False,[],True,False,INF204K014N5,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,264.627,3.002999999999986,1.1220715166461106,10.87956249741061
140,QNIFTY,Nifty 50,2640.01,2644,2625.99,2636,-2.11,-0.08,140,368991,2640.2343,2700.01,2016,08-MAR-18, DIVIDEND - RS 80 PER UNIT (PURPOSE REVISED),23.980546906600704,4.191782446293413,2638.11,2.370731960252007,-30.753968253968253,https://nsearchives.nseindia.com/today/QNIFTYEQN.svg,25.27,21-Jul-2023,https://nsearchives.nseindia.com/365d/QNIFTY-EQ.svg,21-Jun-2024,4.32,https://nsearchives.nseindia.com/30d/QNIFTY-EQ.svg,Quantum Nifty 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF082J01028,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,2605.8940000000002,30.105999999999767,1.1421092564491566,10.16428520680879
81,HDFCNIF100,HDFC NIFTY 100 ETF,25.91,26.14,25.61,25.98,0.07,0.27,18235,472104.15,25.881,26.5,18.91,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 177.27/- PER SHARE TO RS 17.727/- PER SHARE,-87.20323120874792,3.8784486205517745,25.91,1.9622641509433947,-37.38762559492332,https://nsearchives.nseindia.com/today/HDFCNIF100EQN.svg,-86.98,21-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCNIF100-EQ.svg,21-Jun-2024,3.81,https://nsearchives.nseindia.com/30d/HDFCNIF100-EQ.svg,HDFC Mutual Fund - HDFC NIFTY 100 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1HR4,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,25.6715,0.30849999999999866,1.1874518860661996,11.215753424657539
156,UTINIFTETF,Nifty 50,267.74,267.75,263.56,265.61,-0.44,-0.17,16719,4442739.87,265.5729,280.61,202.55,25-SEP-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,-87.55143743614258,4.21800204033587,266.05,5.3454973094330205,-31.133053567020486,https://nsearchives.nseindia.com/today/UTINIFTETFEQN.svg,-87.43,21-Jul-2023,https://nsearchives.nseindia.com/365d/UTINIFTETF-EQ.svg,21-Jun-2024,4.44,https://nsearchives.nseindia.com/30d/UTINIFTETF-EQ.svg,UTI Nifty 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF789F1AZC0,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,262.3,3.3100000000000023,1.2461880200293671,10.486688851913481
150,SENSEXIETF,SENSEX,907.7,912.3,892.83,906.39,-1.31,-0.14,2608,2362300.32,905.862,975,720,-,-,Infinity,4.525168655941879,907.7,7.036923076923078,-25.8875,https://nsearchives.nseindia.com/today/SENSEXIETFEQN.svg,-,-,-,21-Jun-2024,4.31,https://nsearchives.nseindia.com/30d/SENSEXIETF-EQ.svg,ICICI Prudential BSE Sensex ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF346A01034,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,894.741,11.649000000000001,1.285208354019793,10.053546060539825
56,MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,112.9,112.9,104.06,107.57,0.61,0.57,113263,12163313.57,106.4374,112.9,56.2,-,-,90.25468694729393,4.083212385099177,106.96,4.7209920283436775,-91.40569395017792,https://nsearchives.nseindia.com/today/MOVALUEEQN.svg,89.01,21-Jul-2023,https://nsearchives.nseindia.com/365d/MOVALUE-EQ.svg,21-Jun-2024,2.89,https://nsearchives.nseindia.com/30d/MOVALUE-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal SP BSE Enhanced Value ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BE5,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,106.176,1.3939999999999912,1.295900343962063,12.098791162984577
207,HDFCNIFTY,Nifty 50,272.99,272.99,269.09,270.44,-3.57,-1.30,105574,28527150.54,270.0459,285.01,206.3,17-FEB-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 761.25/- PER UNIT TO RS 76.125/- PER UNIT,24.511970534069988,4.372660260121178,274.01,5.1121013297779,-31.09064469219582,https://nsearchives.nseindia.com/today/HDFCNIFTYEQN.svg,27.38,21-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCNIFTY-EQ.svg,21-Jun-2024,5.77,https://nsearchives.nseindia.com/30d/HDFCNIFTY-EQ.svg,HDFC NIFTY 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1965,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,266.934,3.505999999999972,1.2964058571217172,10.392685117152425
139,NETF,Tata Nifty 50 Exchange Traded Fund,263.75,263.75,258.55,261.01,-0.22,-0.08,14552,3791087.04,261.0139,274.99,199,-,-,24.515790478007816,4.541995433972846,261.23,5.08382122986291,-31.1608040201005,https://nsearchives.nseindia.com/today/NETFEQN.svg,23.05,21-Jul-2023,https://nsearchives.nseindia.com/365d/NETF-EQ.svg,21-Jun-2024,4.5,https://nsearchives.nseindia.com/30d/NETF-EQ.svg,Tata Nifty 50 Exchange Traded Fund,['EQ'],[],False,False,True,False,False,[],True,False,INF277K015R5,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,257.5485,3.461500000000001,1.3261943986820433,10.452371884389144
108,HDFCSENSEX,SENSEX,90.36,90.36,89.07,89.51,0.05,0.06,28723,2571282.96,89.4188,91.4,69.47,02-FEB-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 250.361/- PER SHARE TO RS 25.0361/- PER SHARE,-87.89325614737469,4.263249854397217,89.46,2.067833698030635,-28.84698430977401,https://nsearchives.nseindia.com/today/HDFCSENSEXEQN.svg,-87.83,21-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCSENSEX-EQ.svg,21-Jun-2024,4.42,https://nsearchives.nseindia.com/30d/HDFCSENSEX-EQ.svg,HDFC S&P BSE SENSEX ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1HX2,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,88.321,1.1890000000000072,1.3283432018768933,10.329101442129927
153,NIFTYBEES,Nifty 50,273.3,273.99,271.11,272.88,-0.41,-0.15,2424027,661274565.6,272.9113,276.48,207.15,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,24.313243132431325,4.399724538985385,273.29,1.3020833333333415,-31.730629978276607,https://nsearchives.nseindia.com/today/NIFTYBEESEQN.svg,25.66,21-Jul-2023,https://nsearchives.nseindia.com/365d/NIFTYBEES-EQ.svg,21-Jun-2024,4.76,https://nsearchives.nseindia.com/30d/NIFTYBEES-EQ.svg,Nippon India ETF Nifty 50 BeES,['EQ'],[],False,False,True,False,False,[],True,False,INF204KB14I2,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,269.2325,3.6474999999999795,1.3366681325124523,10.339250333589419
155,SETFNIF50,Nifty 50,264.82,264.82,256.6,258.15,-0.38,-0.15,204445,52744765.55,257.9862,264.82,196.9,24-MAR-21, DIVIDEND - RS 1.30 PER SHARE,24.43362575918248,4.269327086194346,258.53,2.5186919416962525,-31.107160995429137,https://nsearchives.nseindia.com/today/SETFNIF50EQN.svg,25.79,21-Jul-2023,https://nsearchives.nseindia.com/365d/SETFNIF50-EQ.svg,21-Jun-2024,4.75,https://nsearchives.nseindia.com/30d/SETFNIF50-EQ.svg,SBI-ETF Nifty 50,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1FS1,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,254.58399999999997,3.5660000000000025,1.3813674220414498,10.358242134062925
176,IDFNIFTYET,Nifty 50,272.65,272.65,257,266.03,-1.27,-0.48,559,147447.43,265.0136,272.65,176,-,-,25.895603615541134,4.32958155221772,267.3,2.4280212726939316,-51.15340909090907,https://nsearchives.nseindia.com/today/IDFNIFTYETEQN.svg,26.32,21-Jul-2023,https://nsearchives.nseindia.com/365d/IDFNIFTYET-EQ.svg,21-Jun-2024,4.48,https://nsearchives.nseindia.com/30d/IDFNIFTYET-EQ.svg,Bandhan Nifty 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF194KA1U07,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,262.3435,3.686499999999967,1.3857459684997808,10.693629592643433
102,SENSEXETF,Mirae Asset S&P BSE Sensex ETF,81.14,81.73,81,81.45,0.07,0.09,8847,719614.98,81.3537,82.3,62.27,-,-,Infinity,4.423076923076927,81.38,1.0328068043742338,-30.80134896418821,https://nsearchives.nseindia.com/today/SENSEXETFEQN.svg,-,-,-,21-Jun-2024,4.29,https://nsearchives.nseindia.com/30d/SENSEXETF-EQ.svg,Mirae Asset Mutual Fund - Mirae Asset S&P BSE Sensex ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01KT9,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,80.31949999999999,1.130500000000012,1.3879680785758282,10.112207651750715
110,NIFTYETF,Nifty 50,260.64,261.42,258.81,261.01,0.12,0.05,28238,7352328.06,260.6309,266.15,198.94,-,-,Infinity,4.449957981511868,260.89,1.9312417809505869,-31.200361918166276,https://nsearchives.nseindia.com/today/NIFTYETFEQN.svg,-,-,-,21-Jun-2024,4.45,https://nsearchives.nseindia.com/30d/NIFTYETF-EQ.svg,Mirae Asset Mutual Fund - Mirae Asset Nifty 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01EG9,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,257.38399999999996,3.626000000000033,1.3892188038772588,10.738226559185406
143,UTISENSETF,SENSEX,881.97,881.97,869.65,874.51,-0.91,-0.10,549,479677.77,873.1316,898,673.02,26-FEB-21, INTERIM DIVIDEND - RS 13.56 PER UNIT,20.94235769209492,4.692868515880337,875.42,2.615812917594656,-29.938189058274645,https://nsearchives.nseindia.com/today/UTISENSETFEQN.svg,21.05,21-Jul-2023,https://nsearchives.nseindia.com/365d/UTISENSETF-EQ.svg,21-Jun-2024,4.77,https://nsearchives.nseindia.com/30d/UTISENSETF-EQ.svg,UTI BSE Sensex ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF789FB1X58,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,862.0285,12.481499999999983,1.42725640644475,10.444424798878526
106,BSLNIFTY,Nifty 50,28.1,28.95,28,28.12,0.02,0.07,438912,12342205.44,28.075,30.01,20,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,25.144637294170018,4.496469713861021,28.1,6.297900699766746,-40.60000000000001,https://nsearchives.nseindia.com/today/BSLNIFTYEQN.svg,25.61,21-Jul-2023,https://nsearchives.nseindia.com/365d/BSLNIFTY-EQ.svg,21-Jun-2024,4.54,https://nsearchives.nseindia.com/30d/BSLNIFTY-EQ.svg,Aditya Birla Sun Life Nifty 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF209KB19D1,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,27.711000000000002,0.4089999999999989,1.4544807965860558,10.665092483274305
141,NIFTYIETF,Nifty 50,278.49,278.49,269.99,271.68,-0.22,-0.08,198688,53906041.28,271.459,280.2,224.95,-,-,Infinity,4.576773547865578,271.9,3.040685224839394,-20.773505223382983,https://nsearchives.nseindia.com/today/NIFTYIETFEQN.svg,-,-,-,21-Jun-2024,4.78,https://nsearchives.nseindia.com/30d/NIFTYIETF-EQ.svg,ICICI Prudential Nifty 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF109K012R6,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,267.7065,3.9735000000000014,1.4625662544169618,10.385177961969772
115,NIFTY50ADD,Nifty 50 Index,253,253.21,251.33,252.84,0.08,0.03,3488,880127.04,252.4245,260,192.76,-,-,Infinity,4.427556583512308,252.76,2.7538461538461525,-31.168292176800172,https://nsearchives.nseindia.com/today/NIFTY50ADDEQN.svg,-,-,-,21-Jun-2024,4.65,https://nsearchives.nseindia.com/30d/NIFTY50ADD-EQ.svg,DSP  Mutual Fund - DSP Nifty 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF740KA1CL0,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,249.10200000000003,3.737999999999971,1.4784053156146064,10.705372389334041
138,AXSENSEX,AXIS S&P BSE SENSEX ETF,82.68,82.77,81.17,81.94,-0.05,-0.06,3870,317340,81.7807,85,62.95,-,-,21.952671528501266,4.836233367451383,81.99,3.6000000000000028,-30.166799046862582,https://nsearchives.nseindia.com/today/AXSENSEXEQN.svg,24.62,21-Jul-2023,https://nsearchives.nseindia.com/365d/AXSENSEX-EQ.svg,21-Jun-2024,4.41,https://nsearchives.nseindia.com/30d/AXSENSEX-EQ.svg,Axis Mutual Fund - AXIS S&P BSE SENSEX ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF846K010Q0,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,80.711,1.2289999999999992,1.4998779594825473,10.090017466075494
99,AXISNIFTY,Nifty 50,266,267,263.52,265.63,0.28,0.11,3338,883969.16,265.2229,275,197.9,23-JUL-20, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 10/- PER SHARE,24.650398873768186,4.661150512214336,265.35,3.407272727272729,-34.2243557352198,https://nsearchives.nseindia.com/today/AXISNIFTYEQN.svg,25.38,21-Jul-2023,https://nsearchives.nseindia.com/365d/AXISNIFTY-EQ.svg,21-Jun-2024,4.63,https://nsearchives.nseindia.com/30d/AXISNIFTY-EQ.svg,AXIS MUTUAL FUND - Axis NIFTY 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF846K01W98,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,261.566,4.064000000000021,1.529947671573249,10.72530220925385
204,NIFTY1,Nifty 50,270,272.49,262.53,266.79,-2.98,-1.10,32802,8735172.6,265.7889,285,202.89,27-JUL-17, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 1/- PER SHARE,Infinity,4.052262090483636,269.77,6.389473684210519,-31.494898713588665,https://nsearchives.nseindia.com/today/NIFTY1EQN.svg,-,-,-,21-Jun-2024,6.02,https://nsearchives.nseindia.com/30d/NIFTY1-EQ.svg,Kotak Nifty 50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF174K014P6,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,262.6875,4.1025000000000205,1.5377263015855243,10.77938795000623
104,NIFTYBETF,Bajaj Finserv Nifty 50 ETF,246.64,247.6,246.38,247.15,0.2,0.08,3559,877684.99,246.6678,257.14,215.04,-,-,Infinity,4.4545877181860405,246.95,3.885043167146294,-14.932105654761912,https://nsearchives.nseindia.com/today/NIFTYBETFEQN.svg,-,-,-,21-Jun-2024,4.9,https://nsearchives.nseindia.com/30d/NIFTYBETF-EQ.svg,Bajaj Finserv Mutual Fund - Bajaj Finserv Nifty 50 ETF,['EQ'],[],False,False,False,False,False,[],True,False,INF0QA701722,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,243.2585,3.8915000000000077,1.5745498685009136,10.364383316959904
135,BSLSENETFG,BSE SENSEX Index,81.47,81.47,79,79.63,-0.03,-0.04,11447,912554.84,79.4528,81.71,61.6,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1- PER SHARE,20.523686998637814,4.309667277966979,79.66,2.5455880553175847,-29.269480519480506,https://nsearchives.nseindia.com/today/BSLSENETFGEQN.svg,23.37,21-Jul-2023,https://nsearchives.nseindia.com/365d/BSLSENETFG-EQ.svg,21-Jun-2024,5.09,https://nsearchives.nseindia.com/30d/BSLSENETFG-EQ.svg,Aditya Birla Sun Life BSE Sensex ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF209KB10E8,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,78.3575,1.2724999999999937,1.5980158231822101,11.651710600112175
10,LICNMID100,LIC MF Nifty Midcap 100 ETF,57.57,58.47,54.93,57.54,0.74,1.30,11658,665788.38,55.9251,59,44.1,-,-,Infinity,3.675675675675674,56.8,2.474576271186442,-30.47619047619047,https://nsearchives.nseindia.com/today/LICNMID100EQN.svg,-,-,-,21-Jun-2024,2.16,https://nsearchives.nseindia.com/30d/LICNMID100-EQ.svg,LIC Mutual Fund - LIC MF Nifty Midcap 100 ETF,['EQ'],[],False,False,False,False,False,[],True,False,INF767K01RN1,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,56.612,0.9279999999999973,1.6127911018421919,17.83739504403031
112,MOM50,Nifty 50,251.66,252.95,248.54,251.76,0.1,0.04,1675,420709.75,250.8633,277,190.45,16-OCT-14,FACE VALUE SPLIT FROM RS.10/- TO RS.7/-,26.544357878864037,4.668856275724438,251.66,9.111913357400725,-32.192176424258335,https://nsearchives.nseindia.com/today/MOM50EQN.svg,26.46,21-Jul-2023,https://nsearchives.nseindia.com/365d/MOM50-EQ.svg,21-Jun-2024,4.7,https://nsearchives.nseindia.com/30d/MOM50-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal M50 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01536,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,247.623,4.1370000000000005,1.6432316491897045,10.600535957474849
40,MOLOWVOL,Nifty Midcap 100 TRI,38,38.67,38,38.59,0.32,0.84,65401,2517938.5,38.3513,39.95,27,11-AUG-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER UNIT TO RS 2/- PER UNIT,38.16684568564269,4.608294930875584,38.27,3.4042553191489344,-42.925925925925945,https://nsearchives.nseindia.com/today/MOLOWVOLEQN.svg,36.97,21-Jul-2023,https://nsearchives.nseindia.com/365d/MOLOWVOL-EQ.svg,21-Jun-2024,4.19,https://nsearchives.nseindia.com/30d/MOLOWVOL-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Low Volatility ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BL0,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,37.9325,0.657500000000006,1.703809277014786,10.636467889908259
96,EQUAL50ADD,NIFTY 50 Equal Weight Index,320.49,320.49,315.01,318.72,0.41,0.13,30693,9745027.5,317.41,323.6,227.53,-,-,Infinity,3.8751099957631405,318.31,1.5080346106304063,-40.078231442007656,https://nsearchives.nseindia.com/today/EQUAL50ADDEQN.svg,-,-,-,21-Jun-2024,4.18,https://nsearchives.nseindia.com/30d/EQUAL50ADD-EQ.svg,DSP  Mutual Fund - DSP Nifty 50 Equal Weight ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF740KA1QK2,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,313.189,5.531000000000006,1.7353790160642586,10.74741999374544
65,NAVINIFTY,Navi Nifty 50 ETF,247.19,248.9,245.52,248.3,1.11,0.45,471,116869.23,247.1946,280.92,189,-,-,Infinity,3.8000083608544806,247.19,11.61184678912146,-31.37566137566138,https://nsearchives.nseindia.com/today/NAVINIFTYEQN.svg,-,-,-,21-Jun-2024,4.98,https://nsearchives.nseindia.com/30d/NAVINIFTY-EQ.svg,Navi Mutual Fund - Navi Nifty 50 ETF,['EQ'],[],False,False,False,False,False,[],True,False,INF959L01HI3,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,243.94,4.360000000000014,1.7559403946838557,10.228180768889294
13,MOQUALITY,Motilal Oswal S&P BSE Quality ETF,206.9,211.7,205.98,209.5,2.6,1.26,1877,388895.63,207.1851,220,130,-,-,54.46435154464352,4.223670464156017,206.9,4.7727272727272725,-61.15384615384615,https://nsearchives.nseindia.com/today/MOQUALITYEQN.svg,53.66,21-Jul-2023,https://nsearchives.nseindia.com/365d/MOQUALITY-EQ.svg,21-Jun-2024,3.53,https://nsearchives.nseindia.com/30d/MOQUALITY-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Quality ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BH8,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,205.7855,3.714499999999987,1.7730310262529771,19.264488215871573
