,symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,companyName,activeSeries,debtSeries,isFNOSec,isCASec,isSLBSec,isDebtSec,isSuspended,tempSuspendedSeries,isETFSec,isDelisted,isin,isMunicipalBond,quotepreopenstatus,industry,20DMA,CMP-20DMA,CMP-20DMA_%,3m_change%
26,LICNFNHGP,Nifty 100,279.5,282.7,272.57,274.93,2.93,1.08,1508,415016.68,274.0427,283.7,200.75,-,-,32.490000481904495,4.175665946724255,272,3.0912936200211427,-36.95143212951432,https://nsearchives.nseindia.com/today/LICNFNHGPEQN.svg,30.32,21-Jul-2023,https://nsearchives.nseindia.com/365d/LICNFNHGP-EQ.svg,21-Jun-2024,3.04,https://nsearchives.nseindia.com/30d/LICNFNHGP-EQ.svg,LIC MF - LIC MF ETF - Nifty 100,['EQ'],[],False,False,False,False,False,[],True,False,INF767K01PC8,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,270.0475,4.882499999999993,1.775906594405846,12.750164041994752
113,LICNETFN50,Nifty 50,268.59,270.05,267.28,268.7,0.12,0.04,929,249901,268.9912,292,203.5,-,-,24.076468415219793,5.006057290241902,268.58,7.979452054794524,-32.03931203931204,https://nsearchives.nseindia.com/today/LICNETFN50EQN.svg,24.75,21-Jul-2023,https://nsearchives.nseindia.com/365d/LICNETFN50-EQ.svg,21-Jun-2024,4.96,https://nsearchives.nseindia.com/30d/LICNETFN50-EQ.svg,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50,['EQ'],[],False,False,True,False,False,[],True,False,INF767K01OS7,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,263.7755,4.924499999999966,1.83271306289541,11.21228425975745
67,CONSUMIETF,Nifty India Consumption Index,116.7,117.43,116.05,117.2,0.5,0.43,10205,1191841.95,116.5122,118.2,82.53,-,-,Infinity,3.0239099859353002,116.7,0.8460236886632826,-42.00896643644735,https://nsearchives.nseindia.com/today/CONSUMIETFEQN.svg,-,-,-,21-Jun-2024,3.34,https://nsearchives.nseindia.com/30d/CONSUMIETF-EQ.svg,ICICI Prudential Nifty India Consumption ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC1V42,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,115.02450000000002,2.1754999999999853,1.8562286689419667,12.282046369036221
107,SBIETFCON,Nifty India Consumption Index,117.95,117.95,115.75,116.9,0.07,0.06,2448,285852.96,116.2127,133,81.75,-,-,35.89862822599397,2.9955947136563927,116.83,12.105263157894733,-42.996941896024474,https://nsearchives.nseindia.com/today/SBIETFCONEQN.svg,36.82,21-Jul-2023,https://nsearchives.nseindia.com/365d/SBIETFCON-EQ.svg,21-Jun-2024,3.78,https://nsearchives.nseindia.com/30d/SBIETFCON-EQ.svg,SBI Mutual Fund - SBI ETF Consumption,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1X17,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,114.61799999999998,2.282000000000025,1.9520958083832547,12.522860718067191
53,CONSUMBEES,Nifty India Consumption TRI,126.55,126.6,125,126.51,0.77,0.61,80583,10158292.98,125.5029,130.25,89.43,-,-,35.95916174099948,3.2650395886050116,125.74,2.871401151631474,-41.46259644414626,https://nsearchives.nseindia.com/today/CONSUMBEESEQN.svg,35.88,21-Jul-2023,https://nsearchives.nseindia.com/365d/CONSUMBEES-EQ.svg,21-Jun-2024,3.4,https://nsearchives.nseindia.com/30d/CONSUMBEES-EQ.svg,Nippon India ETF Nifty India Consumption,['EQ'],[],False,False,True,False,False,[],True,False,INF204KA1LD7,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,124.00150000000001,2.508499999999998,1.982847205754484,12.453333333333338
55,AXISCETF,NIFTY India Consumption Index,116.34,117.21,115.48,117,0.66,0.57,1339,156180.96,116.1022,119.7,82.52,-,-,35.479388605836036,3.165505687329163,116.34,2.255639097744363,-41.78380998545808,https://nsearchives.nseindia.com/today/AXISCETFEQN.svg,36.12,21-Jul-2023,https://nsearchives.nseindia.com/365d/AXISCETF-EQ.svg,21-Jun-2024,3.5,https://nsearchives.nseindia.com/30d/AXISCETF-EQ.svg,AXIS MUTUAL FUND - Axis NIFTY India Consumption ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF846K016C7,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,114.66499999999999,2.335000000000008,1.9957264957265026,12.510818347918073
72,LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,197.99,200.46,197.99,198.98,0.71,0.36,280,55784.4,199.3346,204.21,141.08,-,-,Infinity,4.550231189575451,198.27,2.5610890749718513,-41.04054437198751,https://nsearchives.nseindia.com/today/LOWVOLEQN.svg,-,-,-,21-Jun-2024,4.64,https://nsearchives.nseindia.com/30d/LOWVOL-EQ.svg,Mirae Asset Mutual Fund - Mirae Asset Nifty 100 Low Volatility 30 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF769K01JU9,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,194.9965,3.9834999999999923,2.0019599959794916,11.36109245578687
128,LOWVOLIETF,Nifty 100 Low Volatility 30 Index,22.1,22.1,21.1,21.44,0,0.00,745243,15985462.35,21.4434,23.25,17.41,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,4.585365853658542,21.44,7.784946236559135,-23.14761631246411,https://nsearchives.nseindia.com/today/LOWVOLIETFEQN.svg,-,-,-,21-Jun-2024,5.46,https://nsearchives.nseindia.com/30d/LOWVOLIETF-EQ.svg,ICICI Prudential Nifty 100 Low Volatility 30 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC19U5,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,20.9925,0.44750000000000156,2.0872201492537386,11.608537220197816
167,HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,20.15,20.44,19.8,19.9,-0.06,-0.30,11027,218775.68,19.9169,20.7,13,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 126.18/- PER SHARE TO RS 12.618/- PER SHARE,-86.77740863787375,4.681746449237227,19.96,3.8647342995169116,-53.076923076923066,https://nsearchives.nseindia.com/today/HDFCLOWVOLEQN.svg,-86.67,21-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCLOWVOL-EQ.svg,21-Jun-2024,5.66,https://nsearchives.nseindia.com/30d/HDFCLOWVOL-EQ.svg,HDFC Mutual Fund - HDFC NIFTY100 Low Volatility 30 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1HU8,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,19.4825,0.4174999999999969,2.097989949748728,11.297539149888141
64,LICNETFSEN,SENSEX,889.11,895.37,889.11,893.32,4.08,0.46,139,123917.11,891.5331,901.23,674.99,-,-,21.541789684213395,5.345581905447003,889.24,0.8776893800694571,-32.345664380213044,https://nsearchives.nseindia.com/today/LICNETFSENEQN.svg,15.04,21-Jul-2023,https://nsearchives.nseindia.com/365d/LICNETFSEN-EQ.svg,21-Jun-2024,3.92,https://nsearchives.nseindia.com/30d/LICNETFSEN-EQ.svg,LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX,['EQ'],[],False,False,False,False,False,[],True,False,INF767K01OT5,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,874.46,18.860000000000014,2.111225540679713,10.588147909729024
51,ICICIB22,S&P BSE BHARAT 22 index,116.97,116.97,114.54,116.56,0.76,0.66,1227626,142993876.48,115.4375,121.64,66.5,-,-,69.14816427223917,5.274566473988442,115.8,4.176257809930942,-75.2781954887218,https://nsearchives.nseindia.com/today/ICICIB22EQN.svg,66.71,21-Jul-2023,https://nsearchives.nseindia.com/365d/ICICIB22-EQ.svg,21-Jun-2024,4.92,https://nsearchives.nseindia.com/30d/ICICIB22-EQ.svg,ICICI Prudential Mutual Fund - BHARAT 22 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF109KB15Y7,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,113.96099999999998,2.599000000000018,2.2297529169526578,12.847323070965238
165,LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,20.36,20.75,19.85,20.31,-0.06,-0.29,5480,111079.6,20.2912,21,14.27,-,-,Infinity,4.636785162287473,20.37,3.285714285714292,-42.32655921513664,https://nsearchives.nseindia.com/today/LOWVOL1EQN.svg,-,-,-,21-Jun-2024,5.71,https://nsearchives.nseindia.com/30d/LOWVOL1-EQ.svg,Kotak Nifty 100 Low Volatility 30 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF174KA1IY5,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,19.85,0.4599999999999973,2.264894140817318,11.532125205930795
7,MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,38.77,38.94,38.02,38.93,0.53,1.38,49099,1906023.18,38.4609,39.4,26.06,-,-,44.238606891441286,4.763186221743819,38.4,1.1928934010152257,-49.38603223330775,https://nsearchives.nseindia.com/today/MOHEALTHEQN.svg,42.75,21-Jul-2023,https://nsearchives.nseindia.com/365d/MOHEALTH-EQ.svg,21-Jun-2024,3.62,https://nsearchives.nseindia.com/30d/MOHEALTH-EQ.svg,Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Healthcare ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF247L01BB1,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,38.008500000000005,0.9214999999999947,2.367069098381697,11.06990014265336
6,CPSEETF,CPSE ETF,98.95,100.14,94.5,99.78,1.37,1.39,7551348,746677290.24,98.2319,105.5,41.65,-,-,122.8724592360956,6.329923273657286,98.41,5.421800947867298,-139.56782713085235,https://nsearchives.nseindia.com/today/CPSEETFEQN.svg,119.57,21-Jul-2023,https://nsearchives.nseindia.com/365d/CPSEETF-EQ.svg,21-Jun-2024,5.61,https://nsearchives.nseindia.com/30d/CPSEETF-EQ.svg,CPSE ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF457M01133,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,97.337,2.442999999999998,2.4483864501904167,19.53995447466156
69,HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,59.92,59.94,59.17,59.87,0.23,0.39,6170,367423.5,59.5338,61.95,42.13,-,-,34.35816876122082,3.188555670458453,59.64,3.3575464083938744,-42.10776169000711,https://nsearchives.nseindia.com/today/HDFCQUALEQN.svg,35.79,21-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCQUAL-EQ.svg,21-Jun-2024,4.89,https://nsearchives.nseindia.com/30d/HDFCQUAL-EQ.svg,HDFC Mutual Fund - HDFC NIFTY100 Quality 30 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1DL6,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,58.382000000000005,1.4879999999999924,2.48538500083513,15.847523219814239
198,IVZINNIFTY,Nifty 50,2792.8,2792.8,2740.66,2769.02,-23.78,-0.85,26,71838.78,2750.8718,2848,2073.6,24-DEC-12,DIVIDEND-RS.5/- PER UNIT,27.311264367816094,5.6418199714628035,2792.8,2.7731741573033712,-33.53684413580247,https://nsearchives.nseindia.com/today/IVZINNIFTYEQN.svg,28.4,21-Jul-2023,https://nsearchives.nseindia.com/365d/IVZINNIFTY-EQ.svg,21-Jun-2024,6.72,https://nsearchives.nseindia.com/30d/IVZINNIFTY-EQ.svg,Invesco India Nifty Exchange Traded Fund,['EQ'],[],False,False,False,False,False,[],True,False,INF205K01DA9,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,2699.364,69.65599999999995,2.515547016634042,11.80731648227409
18,AXISHCETF,Nifty Healthcare Index,132.48,133.49,129.3,132.82,1.58,1.20,13291,1741121,131.3656,136,85.7,-,-,42.70978833136349,5.4043329894452725,131.24,2.338235294117652,-54.98249708284713,https://nsearchives.nseindia.com/today/AXISHCETFEQN.svg,41.74,21-Jul-2023,https://nsearchives.nseindia.com/365d/AXISHCETF-EQ.svg,21-Jun-2024,4.23,https://nsearchives.nseindia.com/30d/AXISHCETF-EQ.svg,AXIS MUTUAL FUND - Axis NIFTY Healthcare ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF846K01Z12,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,129.476,3.343999999999994,2.5176931185062448,11.47293327738144
47,HEALTHADD,DSP Nifty Healthcare ETF,130.05,131.94,130.05,131.43,0.98,0.75,1599,209868.75,129.9431,132.9,114.9,-,-,Infinity,4.625059703868812,130.45,1.10609480812641,-14.386422976501304,https://nsearchives.nseindia.com/today/HEALTHADDEQN.svg,-,-,-,21-Jun-2024,5.35,https://nsearchives.nseindia.com/30d/HEALTHADD-EQ.svg,DSP Mutual Fund - DSP Nifty Healthcare ETF,['EQ'],[],False,False,False,False,False,[],True,False,INF740KA1UF4,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,128.0355,3.3944999999999936,2.5827436658297143,11.665250637213258
90,NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,22.12,22.64,21.6,22.16,0.04,0.18,27563,610520.45,22.0793,23.8,15.5,-,-,36.45320197044337,5.775656324582343,22.12,6.890756302521011,-42.96774193548387,https://nsearchives.nseindia.com/today/NIFTYQLITYEQN.svg,37.65,21-Jul-2023,https://nsearchives.nseindia.com/365d/NIFTYQLITY-EQ.svg,21-Jun-2024,5.79,https://nsearchives.nseindia.com/30d/NIFTYQLITY-EQ.svg,Aditya Birla Sun Life Mutual Fund - ABSL Nifty 200 Quality 30 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF209KB15K4,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,21.583,0.5770000000000017,2.6037906137184192,18.186666666666667
35,HEALTHIETF,Nifty Healthcare Index,132.23,133.8,129.65,133.52,1.29,0.98,34854,4633142.22,131.8706,138.31,92.14,-,-,Infinity,5.557751600917081,132.23,3.463234762490053,-44.90991968743218,https://nsearchives.nseindia.com/today/HEALTHIETFEQN.svg,-,-,-,21-Jun-2024,4.84,https://nsearchives.nseindia.com/30d/HEALTHIETF-EQ.svg,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Healthcare ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC1Q72,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,129.9885,3.5315000000000225,2.6449221090473505,11.732217573221766
34,HEALTHY,Nifty Healthcare TRI,13.26,13.45,13.08,13.4,0.13,0.98,285417,3798900.27,13.2428,14.47,8.27,-,-,43.931256713211596,5.098039215686277,13.27,7.394609536973049,-62.03143893591295,https://nsearchives.nseindia.com/today/HEALTHYEQN.svg,42.84,21-Jul-2023,https://nsearchives.nseindia.com/365d/HEALTHY-EQ.svg,21-Jun-2024,4.82,https://nsearchives.nseindia.com/30d/HEALTHY-EQ.svg,Aditya Birla Sun Life MF-Aditya Birla Sun Life Nifty Healthcare ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF209KB10C2,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,13.0415,0.35850000000000115,2.6753731343283667,11.573688592839305
158,TNIDETF,Nifty India Digital Index,89.84,90.83,88.09,89.65,-0.19,-0.21,72002,6422578.4,90.1542,92,60.51,-,-,43.32533972821744,8.220666344760987,89.84,2.5543478260869503,-48.157329367046785,https://nsearchives.nseindia.com/today/TNIDETFEQN.svg,45.37,21-Jul-2023,https://nsearchives.nseindia.com/365d/TNIDETF-EQ.svg,21-Jun-2024,7.9,https://nsearchives.nseindia.com/30d/TNIDETF-EQ.svg,Tata Mutual Fund - Tata Nifty India Digital Exchange Traded Fund,['EQ'],[],False,False,True,False,False,[],True,False,INF277KA1364,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,87.2465,2.403500000000008,2.6809815950920335,14.715291106845807
9,PHARMABEES,Nifty Pharma TRI,21,21.12,20.5,21.09,0.27,1.30,2949035,61900244.65,20.8044,21.44,14.25,-,-,45.85062240663899,5.502751375687851,20.82,1.6324626865671708,-48.0,https://nsearchives.nseindia.com/today/PHARMABEESEQN.svg,43.88,21-Jul-2023,https://nsearchives.nseindia.com/365d/PHARMABEES-EQ.svg,21-Jun-2024,4.73,https://nsearchives.nseindia.com/30d/PHARMABEES-EQ.svg,Nippon India Mutual Fund - Nippon India Nifty Pharma ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF204KC1089,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,20.506999999999998,0.583000000000002,2.7643432906590895,10.999999999999998
2,CONS,Kotak Nifty India Consumption ETF,114.92,117,114.92,117,2.08,1.81,1086,126377.82,115.354,117,82,-,-,Infinity,3.4025629695094954,114.92,0.0,-42.68292682926829,https://nsearchives.nseindia.com/today/CONSEQN.svg,-,-,-,21-Jun-2024,2.78,https://nsearchives.nseindia.com/30d/CONS-EQ.svg,Kotak Nifty India Consumption ETF,['EQ'],[],False,False,False,False,False,[],True,False,INF174KA1JE5,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,113.76400000000001,3.23599999999999,2.7658119658119573,13.603262452665312
44,SBIETFQLTY,Nifty 200 Quality 30 Index,230,232.5,230,232.42,1.79,0.78,1152,266780.16,230.6055,239.7,155.11,-,-,35.95788242176075,6.220008226315062,230.63,3.037129745515228,-49.842047579137365,https://nsearchives.nseindia.com/today/SBIETFQLTYEQN.svg,36.77,21-Jul-2023,https://nsearchives.nseindia.com/365d/SBIETFQLTY-EQ.svg,21-Jun-2024,5.59,https://nsearchives.nseindia.com/30d/SBIETFQLTY-EQ.svg,SBI Mutual Fund - SBI - ETF Quality - SBI-ETF Quality,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1WX6,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,225.44699999999997,6.973000000000013,3.0001721022287295,18.648220940323654
105,HDFCVALUE,HDFC NIFTY50 Value 20 ETF,139.09,142.7,139.09,141.96,0.1,0.07,4179,594588.12,142.1723,147,99.25,-,-,36.98735887291326,8.102345415778263,141.86,3.428571428571423,-43.03274559193956,https://nsearchives.nseindia.com/today/HDFCVALUEEQN.svg,39.09,21-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCVALUE-EQ.svg,21-Jun-2024,7.78,https://nsearchives.nseindia.com/30d/HDFCVALUE-EQ.svg,HDFC Mutual Fund - HDFC NIFTY50 Value 20 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1DK8,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,137.198,4.7620000000000005,3.3544660467737395,15.068493150684933
134,DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,85.79,85.79,83.1,84.61,-0.02,-0.02,41088,3468238.08,83.9902,87,53.12,-,-,51.19728377412437,6.9523448363038804,84.63,2.7471264367816097,-59.2808734939759,https://nsearchives.nseindia.com/today/DIVOPPBEESEQN.svg,53.59,21-Jul-2023,https://nsearchives.nseindia.com/365d/DIVOPPBEES-EQ.svg,21-Jun-2024,7.17,https://nsearchives.nseindia.com/30d/DIVOPPBEES-EQ.svg,Nippon India ETF Nifty Dividend Opportunities 50,['EQ'],[],False,False,True,False,False,[],True,False,INF204KA1MS3,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,81.6095,3.0005000000000024,3.5462711263444064,15.492765492765484
127,NV20IETF,Nifty50 Value 20,15.9,15.9,15,15.45,0,0.00,362541,5594007.63,15.4232,16.3,12.32,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,8.573436401967665,15.45,5.214723926380376,-25.405844155844147,https://nsearchives.nseindia.com/today/NV20IETFEQN.svg,-,-,-,21-Jun-2024,8.35,https://nsearchives.nseindia.com/30d/NV20IETF-EQ.svg,ICICI Prudential Nifty50 Value 20 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF109KC11V0,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,14.848499999999998,0.6015000000000015,3.8932038834951554,15.126676602086434
76,NV20,Nifty50 Value 20,158.49,159.82,157.18,157.65,0.48,0.31,10601,1674958,157.5636,160.14,131.11,-,-,-95.55414551607446,-95.60177435554067,157.17,1.55488947171224,-20.242544428342605,https://nsearchives.nseindia.com/today/NV20EQN.svg,-,-,-,21-Jun-2024,7.69,https://nsearchives.nseindia.com/30d/NV20-EQ.svg,Kotak Nifty 50 value 20 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF174K01Z71,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,151.504,6.146000000000015,3.8985093561687374,15.165461319307488
77,NV20,Nifty50 Value 20,158.49,159.82,157.18,157.65,0.48,0.31,10601,1674958,157.5636,160.14,131.11,-,-,Infinity,8.313294400549635,157.17,1.55488947171224,-20.242544428342605,https://nsearchives.nseindia.com/today/NV20EQN.svg,-,-,-,21-Jun-2024,7.69,https://nsearchives.nseindia.com/30d/NV20-EQ.svg,Kotak Nifty 50 value 20 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF174K01Z71,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,151.504,6.146000000000015,3.8985093561687374,15.165461319307488
87,NV20BEES,Nifty50 Value20 TRI,158.94,162,155.32,158.74,0.33,0.21,22194,3523741.38,158.2527,162.65,110.59,-,-,36.88022764508063,9.002266016617465,158.41,2.403934829388255,-43.539198842571665,https://nsearchives.nseindia.com/today/NV20BEESEQN.svg,39.48,21-Jul-2023,https://nsearchives.nseindia.com/365d/NV20BEES-EQ.svg,21-Jun-2024,8.15,https://nsearchives.nseindia.com/30d/NV20BEES-EQ.svg,Nippon India ETF Nifty 50 Value 20,['EQ'],[],False,False,True,False,False,[],True,False,INF204KB18I3,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,152.4095,6.330500000000001,3.987967745999748,15.237749546279497
160,HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,122.18,122.99,121.59,121.89,-0.29,-0.24,3305,403771.85,122.3611,123.5,95.3,-,-,20.587653343886032,7.972362476747276,122.18,1.303643724696356,-27.901364113326345,https://nsearchives.nseindia.com/today/HDFCGROWTHEQN.svg,24.32,21-Jul-2023,https://nsearchives.nseindia.com/365d/HDFCGROWTH-EQ.svg,21-Jun-2024,8.63,https://nsearchives.nseindia.com/30d/HDFCGROWTH-EQ.svg,HDFC Mutual Fund - HDFC NIFTY Growth Sectors 15 ETF,['EQ'],[],False,False,True,False,False,[],True,False,INF179KC1DJ0,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,116.0815,5.808499999999995,4.765362211830334,12.010659805182879
93,SHARIABEES,Shariah,560.37,563.93,554.69,560.9,0.86,0.15,3417,1913485.83,558.9236,570.39,420.66,10-MAR-14,DIVIDEND-RS.2 PER UNIT,28.99293976956512,10.341707158735465,560.04,1.663773909079754,-33.33808776684256,https://nsearchives.nseindia.com/today/SHARIABEESEQN.svg,32.11,21-Jul-2023,https://nsearchives.nseindia.com/365d/SHARIABEES-EQ.svg,21-Jun-2024,10.37,https://nsearchives.nseindia.com/30d/SHARIABEES-EQ.svg,Nippon India ETF Nifty 50 Shariah BeES,['EQ'],[],False,False,True,False,False,[],True,False,INF732E01128,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",MUTUAL FUND,531.8254999999999,29.074500000000057,5.183544303797478,16.54338430851064
184,SBIETFIT,Nifty IT Index,426.43,426.44,418.09,422.85,-2.57,-0.60,11763,4983394.95,425.8554,433.01,308.08,-,-,29.315881219609167,13.651024028382524,425.42,2.346366134731292,-37.253310828356284,https://nsearchives.nseindia.com/today/SBIETFITEQN.svg,35.5,21-Jul-2023,https://nsearchives.nseindia.com/365d/SBIETFIT-EQ.svg,21-Jun-2024,13.47,https://nsearchives.nseindia.com/30d/SBIETFIT-EQ.svg,SBI Mutual Fund-SBI ETF IT,['EQ'],[],False,False,True,False,False,[],True,False,INF200KA1S14,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,398.0955,24.754500000000007,5.854203618304365,18.898324148014858
177,ITBEES,Nifty IT TRI,42.4,42.61,42.03,42.39,-0.22,-0.52,6926124,293598396.36,42.6599,43.49,30.88,-,-,29.395604395604405,13.615652640042878,42.61,2.529317084387219,-37.27331606217617,https://nsearchives.nseindia.com/today/ITBEESEQN.svg,35.57,21-Jul-2023,https://nsearchives.nseindia.com/365d/ITBEES-EQ.svg,21-Jun-2024,13.38,https://nsearchives.nseindia.com/30d/ITBEES-EQ.svg,Nippon India Mutual Fund - Nippon India ETF Nifty IT,['EQ'],[],False,False,True,False,False,[],True,False,INF204KB15V2,False,"{'equityTime': '22-Jul-2024 13:58:28', 'preOpenTime': '22-Jul-2024 09:07:28', 'QuotePreOpenFlag': False}",,39.875,2.5150000000000006,5.93300306676103,19.1064905872436
